x;y;v;theta;t
1515.06;1281.63;8.84878;-1.41817;649
1516.47;1272.45;9.28023;-1.41817;650
1517.89;1263.25;9.31001;-1.41817;651
1519.32;1253.93;9.42694;-1.41817;652
1520.7;1244.96;9.08161;-1.41817;653
1522.05;1236.21;8.85455;-1.41817;654
1523.35;1227.76;8.54819;-1.41817;655
1524.63;1219.4;8.45642;-1.41817;656
1525.86;1211.41;8.08242;-1.41817;657
1527.09;1203.39;8.11116;-1.41817;658
1528.38;1195.03;8.46691;-1.41817;659
1529.65;1186.76;8.36718;-1.41817;660
1530.99;1178.08;8.77876;-1.41817;661
1531.76;1169.57;8.54001;-1.48001;662
1537.42;1163.71;8.15222;-0.803149;663
1543.22;1157.7;8.34302;-0.803149;664
1549.28;1151.42;8.73284;-0.803149;665
1555.06;1145.43;8.32639;-0.803149;666
1561.12;1139.16;8.72042;-0.803149;667
1566.89;1133.18;8.3094;-0.803149;668
1572.86;1126.99;8.60278;-0.803149;669
1581.28;1125.53;8.54212;-0.171507;670
1589.37;1124.13;8.2119;-0.171507;671
1597.34;1122.75;8.09026;-0.171507;672
1604.98;1121.42;7.74838;-0.171507;673
1612.81;1120.07;7.94503;-0.171507;674
1620.97;1118.65;8.28368;-0.171507;675
1628.88;1117.28;8.02787;-0.171507;676
1636.9;1115.89;8.14123;-0.171507;677
1644.74;1114.54;7.95374;-0.171507;678
1651.87;1118.2;8.01239;0.474389;679
1658.86;1121.79;7.85763;0.474389;680
1666.31;1123.99;7.77542;0.286929;681
1673.74;1126.18;7.74399;0.286929;682
1680.97;1128.31;7.5392;0.286929;683
1688.19;1130.44;7.52359;0.286929;684
1695.63;1132.64;7.75592;0.286929;685
1703.07;1134.83;7.75984;0.286929;686
1710.57;1134.43;7.50731;-0.0540567;687
1718.43;1134;7.88019;-0.0540567;688
1726.58;1133.56;8.16111;-0.0540567;689
1734.91;1133.11;8.34072;-0.0540567;690
1743.58;1132.64;8.67747;-0.0540567;691
1752.66;1132.15;9.09661;-0.0540567;692
1761.62;1131.56;8.97633;-0.0656473;693
1770.32;1130.99;8.72198;-0.0656473;694
1779.06;1130.41;8.7558;-0.0656473;695
1787.96;1129.83;8.92137;-0.0656473;696
1794.98;1135.74;9.18345;0.69993;697
1802.29;1141.89;9.54718;0.69993;698
1809.89;1148.3;9.94564;0.69993;699
1815.59;1156.89;10.3087;0.985375;700
1821.3;1165.5;10.328;0.985375;701
1826.12;1174.14;9.89462;1.06115;702
1831.15;1183.13;10.3016;1.06115;703
1841.6;1184.78;10.5833;0.156356;704
1851.84;1186.39;10.3625;0.156356;705
1858.38;1194.07;10.0868;0.865009;706
1868.11;1196.88;10.1229;0.281523;707
1878.11;1194.52;10.2766;-0.232207;708
1888.43;1192.08;10.6053;-0.232207;709
1899.09;1189.55;10.9577;-0.232207;710
1909.86;1187.01;11.07;-0.232207;711
1920.81;1184.42;11.2511;-0.232207;712
1931.34;1181.93;10.8159;-0.232207;713
1942.03;1179.4;10.9821;-0.232207;714
1953.07;1176.79;11.3471;-0.232207;715
1963.74;1174.27;10.962;-0.232207;716
1974.7;1171.68;11.2618;-0.232207;717
1984.25;1178.26;11.6058;0.603744;718
1996.07;1176.79;11.9064;-0.123806;719
2007.38;1175.39;11.3977;-0.123806;720
2018.65;1173.98;11.3614;-0.123806;721
2029.42;1172.64;10.8534;-0.123806;722
2040.56;1171.26;11.2249;-0.123806;723
2051.49;1169.9;11.0126;-0.123806;724
2062.88;1168.48;11.4839;-0.123806;725
2074.24;1167.07;11.4414;-0.123806;726
2085.08;1165.72;10.9227;-0.123806;727
2095.46;1164.43;10.4609;-0.123806;728
2103.54;1157.01;10.9645;-0.742406;729
2111.38;1149.82;10.6437;-0.742406;730
2119.23;1142.61;10.6554;-0.742406;731
2126.91;1135.56;10.4262;-0.742406;732
2126.54;1124.69;10.8831;-1.60522;733
2126.16;1113.72;10.9697;-1.60522;734
2125.79;1103.02;10.7067;-1.60522;735
2125.44;1092.63;10.4008;-1.60522;736
2125.09;1082.62;10.0135;-1.60522;737
2124.74;1072.42;10.2077;-1.60522;738
2124.39;1062.27;10.1519;-1.60522;739
2124.05;1052.53;9.74996;-1.60522;740
2118.12;1045.33;9.33154;-2.26034;741
2112.35;1038.34;9.06199;-2.26034;742
2106.74;1031.53;8.82469;-2.26034;743
2101.33;1024.98;8.49676;-2.26034;744
2095.72;1018.16;8.82785;-2.26034;745
2089.9;1011.11;9.1399;-2.26034;746
2083.84;1003.76;9.52473;-2.26034;747
2077.84;996.482;9.43751;-2.26034;748
2071.76;989.11;9.55509;-2.26034;749
2065.58;981.618;9.71025;-2.26034;750
2065.54;971.851;9.76774;-1.5756;751
2065.49;961.861;9.98933;-1.5756;752
2065.44;951.873;9.9889;-1.5756;753
2065.39;941.975;9.89804;-1.5756;754
2065.35;932.217;9.75822;-1.5756;755
2065.3;922.813;9.40418;-1.5756;756
2065.26;913.668;9.1444;-1.5756;757
2065.21;904.24;9.42882;-1.5756;758
2069.24;895.882;9.27815;-1.12163;759
2073.12;887.84;8.92679;-1.12163;760
2071.64;879.184;8.78176;-1.73985;761
2077.52;872.406;8.97703;-0.855701;762
2076.28;863.665;8.82933;-1.71238;763
2075.08;855.292;8.45772;-1.71238;764
2073.87;846.745;8.63344;-1.71238;765
2066.92;841.705;8.57927;-2.51378;766
2060.11;836.761;8.41799;-2.51378;767
2053.36;831.863;8.33919;-2.51378;768
2046.76;827.072;8.15525;-2.51378;769
2040.06;822.209;8.27994;-2.51378;770
2033.31;817.309;8.3427;-2.51378;771
2026.46;812.341;8.45713;-2.51378;772
2019.55;807.325;8.54021;-2.51378;773
2012.81;802.431;8.33156;-2.51378;774
2007.89;795.824;8.23891;-2.21098;775
2002.93;789.172;8.29442;-2.21098;776
2000.27;781.638;7.99051;-1.9106;777
1997.6;774.1;7.99547;-1.9106;778
1995.06;766.888;7.64904;-1.9106;779
1992.44;759.476;7.86183;-1.9106;780
1985.42;755.758;7.94045;-2.65431;781
1978.18;751.923;8.18904;-2.65431;782
1970.84;748.032;8.30991;-2.65431;783
1963.59;744.191;8.2034;-2.65431;784
1962.2;736.41;7.9057;-1.74837;785
1960.77;728.468;8.06926;-1.74837;786
1954.64;723.564;7.85337;-2.46722;787
1948.41;718.59;7.96515;-2.46722;788
1942.06;713.515;8.1284;-2.46722;789
1933.93;711.29;8.43727;-2.87467;790
1925.99;709.118;8.23129;-2.87467;791
1917.71;706.855;8.58088;-2.87467;792
1912.69;699.655;8.77852;-2.17983;793
1907.84;692.698;8.48223;-2.17983;794
1903.07;685.862;8.33428;-2.17983;795
1898.28;679;8.36685;-2.17983;796
1893.46;672.082;8.43405;-2.17983;797
1888.85;665.482;8.04686;-2.17983;798
1881.95;662.036;7.71405;-2.67849;799
1875.09;658.61;7.66873;-2.67849;800
1868.22;655.182;7.67417;-2.67849;801
1861.54;651.846;7.4668;-2.67849;802
1854.75;648.454;7.59282;-2.67849;803
1847.72;646.158;7.39199;-2.82576;804
1840.95;643.943;7.13084;-2.82576;805
1834.18;641.731;7.12067;-2.82576;806
1828.64;645.762;6.84825;-3.77085;807
1823.1;649.797;6.85571;-3.77085;808
1817.53;653.848;6.88302;-3.77085;809
1811.34;657.137;7.00981;-3.62999;810
1804.95;660.534;7.2399;-3.62999;811
1798.57;663.925;7.22702;-3.62999;812
1792.05;667.39;7.38413;-3.62999;813
1785.28;670.984;7.66001;-3.62999;814
1778.67;674.5;7.49383;-3.62999;815
1772.3;677.883;7.20994;-3.62999;816
1766.16;681.144;6.94946;-3.62999;817
1760.31;684.251;6.6218;-3.62999;818
1754.37;687.41;6.73257;-3.62999;819
1748.66;690.445;6.46943;-3.62999;820
1742.88;693.512;6.53645;-3.62999;821
1737.22;696.521;6.41112;-3.62999;822
1731.58;699.517;6.38554;-3.62999;823
1726.17;702.392;6.12863;-3.62999;824
1720.59;705.358;6.32027;-3.62999;825
1719.94;711.785;6.45964;-4.61231;826
1719.31;718.111;6.35768;-4.61231;827
1718.7;724.198;6.11748;-4.61231;828
1718.09;730.227;6.05971;-4.61231;829
1717.5;736.09;5.89171;-4.61231;830
1716.94;741.66;5.59799;-4.61231;831
1716.36;747.5;5.86965;-4.61231;832
1715.78;753.268;5.7974;-4.61231;833
1715.21;758.924;5.68463;-4.61231;834
1714.62;764.76;5.86508;-4.61231;835
1714.06;770.333;5.60136;-4.61231;836
1713.48;776.178;5.87412;-4.61231;837
1712.89;781.986;5.83729;-4.61231;838
1712.33;787.639;5.68084;-4.61231;839
1711.76;793.264;5.65374;-4.61231;840
1711.22;798.637;5.39978;-4.61231;841
1711.54;803.808;5.18041;-4.77282;842
1711.85;809.073;5.27475;-4.77282;843
1712.17;814.312;5.24862;-4.77282;844
1712.5;819.769;5.46665;-4.77282;845
1715.38;824.559;5.58949;-5.25381;846
1718.22;829.28;5.50891;-5.25381;847
1720.93;833.787;5.2591;-5.25381;848
1723.63;838.272;5.23419;-5.25381;849
1726.36;842.807;5.29108;-5.25381;850
1729.22;847.566;5.55318;-5.25381;851
1732.09;852.345;5.57672;-5.25381;852
1734.99;857.165;5.62465;-5.25381;853
1737.76;861.777;5.38153;-5.25381;854
1740.53;866.376;5.36715;-5.25381;855
1741.83;871.694;5.47534;-4.9526;856
1743.17;877.145;5.61149;-4.9526;857
1747.08;881.29;5.70372;-5.4696;858
1751.19;885.638;5.98278;-5.4696;859
1755.41;890.097;6.13519;-5.4696;860
1759.77;894.71;6.34752;-5.4696;861
1764.29;899.495;6.58421;-5.4696;862
1768.76;904.228;6.51229;-5.4696;863
1773.15;908.872;6.39071;-5.4696;864
1777.6;913.572;6.46686;-5.4696;865
1781.92;918.142;6.28864;-5.4696;866
1786.44;922.925;6.58133;-5.4696;867
1790.86;927.603;6.43601;-5.4696;868
1795.19;932.184;6.30426;-5.4696;869
1799.61;936.863;6.43791;-5.4696;870
1804.22;941.742;6.71359;-5.4696;871
1810.95;941.401;6.73465;-6.33388;872
1817.31;939.656;6.59567;-6.55097;873
1823.4;937.984;6.31699;-6.55097;874
1829.66;936.268;6.48734;-6.55097;875
1836.14;934.488;6.72546;-6.55097;876
1841.71;931.318;6.40775;-6.8008;877
1847.09;928.252;6.19494;-6.8008;878
1852.59;925.121;6.3281;-6.8008;879
1858.28;921.885;6.53998;-6.8008;880
1864.16;918.537;6.76692;-6.8008;881
1869.98;915.224;6.69548;-6.8008;882
1876.56;915.98;6.62738;-6.16876;883
1883.18;916.741;6.66129;-6.16876;884
1889.77;915.114;6.78698;-6.52534;885
1894.21;909.733;6.98009;-7.16338;886
1893.34;902.515;7.27007;-7.97393;887
1892.47;895.244;7.32412;-7.97393;888
1891.62;888.239;7.05569;-7.97393;889
1890.81;881.49;6.79757;-7.97393;890
1889.98;874.654;6.88526;-7.97393;891
1889.19;868.033;6.6691;-7.97393;892
1888.41;861.601;6.47806;-7.97393;893
1892.18;856.022;6.73097;-7.26044;894
1895.93;850.463;6.7058;-7.26044;895
1899.77;844.767;6.87117;-7.26044;896
1903.6;839.096;6.84072;-7.26044;897
1910.17;838.655;6.58911;-6.35014;898
1916.77;838.213;6.61409;-6.35014;899
1923.11;837.787;6.35754;-6.35014;900
1928.95;834.61;6.64652;-6.78167;901
1934.9;831.372;6.77201;-6.78167;902
1941;828.05;6.94722;-6.78167;903
1946.8;824.892;6.60668;-6.78167;904
1952.74;821.657;6.76549;-6.78167;905
1958.55;818.496;6.61263;-6.78167;906
1965.11;818.756;6.56203;-6.24353;907
1971.93;819.027;6.82728;-6.24353;908
1978.87;819.302;6.94778;-6.24353;909
1985.95;819.583;7.08312;-6.24353;910
1993.09;819.866;7.14705;-6.24353;911
1998.87;815.744;7.09343;-6.90336;912
2004.46;811.751;6.87059;-6.90336;913
2010.12;807.703;6.96413;-6.90336;914
2015.94;803.551;7.14383;-6.90336;915
2021.56;799.536;6.90924;-6.90336;916
2026.92;795.706;6.59078;-6.90336;917
2033.37;795.817;6.44732;-6.26591;918
2039.9;795.93;6.52979;-6.26591;919
2046.51;796.044;6.61519;-6.26591;920
2052.24;799.637;6.76341;-5.72307;921
2058.12;803.324;6.93921;-5.72307;922
2060.56;809.451;6.59504;-5.09117;923
2062.99;815.55;6.56386;-5.09117;924
2065.43;821.681;6.59916;-5.09117;925
2067.94;827.994;6.7938;-5.09117;926
2070.49;834.393;6.88732;-5.09117;927
2073.12;841.009;7.12142;-5.09117;928
2075.77;847.666;7.16423;-5.09117;929
2078.43;854.341;7.18412;-5.09117;930
2081.1;861.056;7.22758;-5.09117;931
2083.82;867.9;7.36676;-5.09117;932
2086.59;874.842;7.47151;-5.09117;933
2093.56;877.222;7.37157;-5.95441;934
2100.84;879.705;7.68893;-5.95441;935
2108.27;882.239;7.8472;-5.95441;936
2115.77;884.798;7.92566;-5.95441;937
2123.13;887.31;7.78222;-5.95441;938
2129.92;891.325;7.8871;-5.74916;939
2136.51;895.361;7.72766;-5.73366;940
2143.28;899.503;7.9309;-5.73366;941
2149.81;903.504;7.65961;-5.73366;942
2151.05;911.005;7.60364;-4.87637;943
2152.29;918.486;7.58198;-4.87637;944
2153.55;926.136;7.75448;-4.87637;945
2154.76;933.434;7.39683;-4.87637;946
2155.93;940.494;7.15651;-4.87637;947
2157.1;947.574;7.17645;-4.87637;948
2158.27;954.671;7.19306;-4.87637;949
2159.4;961.492;6.91368;-4.87637;950
2160.56;968.486;7.08939;-4.87637;951
2165.2;973.654;6.94854;-5.44461;952
2169.93;978.911;7.06899;-5.44461;953
2174.62;984.127;7.01375;-5.44461;954
2173.92;991.347;7.25396;-4.61601;955
2173.23;998.546;7.23266;-4.61601;956
2172.5;1006.06;7.54416;-4.61601;957
2177.53;1011.33;7.28962;-5.47332;958
2182.59;1016.65;7.34434;-5.47332;959
2187.74;1022.06;7.4622;-5.47332;960
2193.11;1027.7;7.79476;-5.47332;961
2198.58;1033.45;7.93296;-5.47332;962
2204.33;1039.48;8.32778;-5.47332;963
2209.85;1045.28;8.01624;-5.47332;964
2215.34;1051.05;7.96314;-5.47332;965
2220.81;1056.79;7.92794;-5.47332;966
2226.26;1062.52;7.90623;-5.47332;967
2231.59;1068.11;7.72721;-5.47332;968
2236.71;1073.49;7.42536;-5.47332;969
2241.95;1078.99;7.59051;-5.47332;970
2249.06;1080.66;7.30426;-6.0527;971
2255.43;1084.41;7.39822;-5.75059;972
2261.9;1088.23;7.5138;-5.75059;973
2268.41;1092.06;7.55015;-5.75059;974
2274.83;1095.85;7.45083;-5.75059;975
2281.14;1099.57;7.32969;-5.75059;976
2287.72;1103.45;7.63961;-5.75059;977
2294.17;1107.24;7.47675;-5.75059;978
2300.54;1111;7.39421;-5.75059;979
2306.73;1114.65;7.19567;-5.75059;980
2313.74;1113.23;7.15025;-6.48281;981
2320.71;1111.82;7.10906;-6.48281;982
2327.77;1110.4;7.20465;-6.48281;983
2334.65;1109;7.02098;-6.48281;984
2341.31;1107.66;6.78838;-6.48281;985
2347.91;1106.32;6.73419;-6.48281;986
2354.44;1105;6.66086;-6.48281;987
2360.71;1103.73;6.39765;-6.48281;988
2367.27;1102.4;6.69558;-6.48281;989
2374.1;1101.02;6.96855;-6.48281;990
2380.74;1103.65;7.13945;-5.90554;991
2387.68;1104.23;6.97055;-6.2001;992
2394.48;1104.8;6.81935;-6.2001;993
2401.38;1105.37;6.92248;-6.2001;994
2408.14;1105.94;6.78234;-6.2001;995
2414.58;1108.67;6.99911;-5.8819;996
2421.1;1111.44;7.08454;-5.8819;997
2427.32;1114.07;6.75165;-5.8819;998
2433.44;1110.91;6.89371;-6.76035;999
